      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2005.5589        0.365        2.492       -5.120        2.899        2.020        8.193
 2005.5616        0.492        3.068       -8.141        2.875        2.004        8.136
 2005.5644       -0.024        0.818       -5.808        2.927        2.077        8.427
 2005.5671       -1.998        0.545        3.481        2.969        2.076        8.261
 2005.5699        0.461        2.335        2.015        2.996        2.097        8.426
 2005.5726       -2.273        1.086       -0.914        2.883        2.008        8.112
 2005.5753       -0.461        2.859       -0.492        2.900        2.003        8.125
 2005.5781       -1.880        3.465        7.117        2.877        2.021        8.135
 2005.5808        0.288        1.327        0.543        2.911        2.032        8.257
 2005.5836       -0.447        2.843        1.440        2.888        1.979        7.992
 2005.5863       -1.439        1.835       -2.505        2.831        1.964        7.864
 2005.5890       -2.935        2.244       -3.797        2.864        1.990        8.014
 2005.5918       -3.050        3.971        2.039        2.851        1.987        7.984
 2005.5945       -0.584        1.605       -1.898        2.854        1.991        8.036
 2005.5973        0.213        1.992        1.435        2.824        1.980        7.884
 2005.6000       -1.815        2.186       -2.238        2.844        1.968        7.940
 2005.6027       -0.148        2.953       -1.051        2.848        1.961        7.895
 2005.6055       -1.092        2.419       -2.790        2.883        2.012        8.127
 2005.6082       -1.115        1.954       -2.537        2.902        2.044        8.082
 2005.6110        0.397        1.251       -4.673        2.908        2.034        8.103
 2005.6137       -0.874        1.108       -1.798        2.835        1.980        7.946
 2005.6164       -2.102        2.504       -2.181        2.878        1.980        8.056
 2005.6192       -0.679        2.629       -0.493        2.905        1.992        8.121
 2005.6219       -1.300        4.505        3.155        2.986        2.058        8.258
 2005.6247       -0.265        2.772        2.837        2.897        1.980        8.038
 2005.6274        0.511        2.952        1.353        2.867        1.966        7.965
 2005.6301        0.270        2.985        2.720        2.879        1.973        8.021
 2005.6329       -0.642        0.936        7.894        2.861        1.968        7.941
 2005.6356       -2.475        3.956        6.254        2.910        1.995        8.095
 2005.6384        0.616        0.304        3.129        2.864        2.001        8.018
 2005.6411        1.478        1.544       -2.237        2.849        1.987        7.996
 2005.6438       -0.351        1.674        1.387        2.921        2.024        8.290
 2005.6466       -1.131        1.690       -1.282        2.853        1.972        7.958
 2005.6493        0.216        1.077        2.725        2.860        1.985        7.996
 2005.6521       -0.858        3.433        4.579        2.864        1.992        8.001
 2005.6548        1.706        0.136        6.805        2.864        2.008        8.112
 2005.6575       -0.447        0.540        1.000        2.861        1.988        7.991
 2005.6603       -1.519        2.454       -0.060        2.845        1.968        7.910
 2005.6630       -1.344        2.800       -1.965        2.854        1.983        8.003
 2005.6658        0.235        1.767        4.762        2.841        1.986        7.919
 2005.6685        1.806        1.002        4.388        2.831        1.977        7.889
 2005.6712        0.487        2.286        8.037        2.864        1.978        7.981
 2005.6740        0.839        2.107        2.440        2.841        1.973        7.904
 2005.6767        0.215        2.410       -2.466        2.851        1.974        7.923
 2005.6795       -2.122        2.936       -1.559        2.833        1.963        7.854
 2005.6822        0.495        2.578        1.100        2.923        2.015        8.018
 2005.6849        0.924        2.057        0.601        2.884        1.997        7.904
 2005.6877        0.311        1.691        3.624        2.930        2.023        8.089
 2005.6904        0.554        2.530        4.485        2.916        2.005        8.002
 2005.6932        1.492        3.035        6.873        3.015        2.054        8.349
 2005.6959        0.962        2.878        4.925        2.905        2.021        8.052
 2005.6986       -0.107        1.673        6.563        2.996        2.057        8.228
 2005.7014        1.155        0.949        5.062        2.979        2.051        8.129
 2005.7041        1.427        3.116       -0.825        2.932        2.045        8.047
 2005.7068        0.475        2.503        2.836        2.946        2.033        8.015
 2005.7096       -0.458        2.348        1.719        2.836        1.966        7.860
 2005.7123       -0.930        0.250       -0.254        2.825        1.963        7.868
 2005.7151        0.741        0.245        3.527        2.917        2.010        8.126
 2005.7178        1.455        1.279        0.449        2.846        1.989        7.945
 2005.7205        1.185        0.729       -1.142        2.851        1.984        7.967
 2005.7233       -0.263        1.446       -1.630        2.798        1.949        7.728
 2005.7260        1.719       -1.169       -2.487        2.811        1.979        7.867
 2005.7288       -0.915       -0.791       -3.336        2.880        2.019        8.008
 2005.7315       -0.930        0.197        3.434        2.856        2.012        7.914
 2005.7342       -2.363       -0.026        2.291        2.863        1.999        7.902
 2005.7370       -0.378       -0.317        1.662        2.909        2.051        8.114
 2005.7397       -1.763       -0.938        9.010        2.915        2.007        7.999
 2005.7425        0.296        0.368       13.019        2.941        2.046        8.111
 2005.7452       -0.916       -2.508        0.587        2.797        1.959        7.757
 2005.7479       -1.849       -1.183        3.124        2.862        1.991        8.015
 2005.7507       -2.642       -0.564        0.927        2.870        2.020        7.965
 2005.7534       -1.585       -0.860        3.564        2.902        2.032        8.032
 2005.7562       -0.131       -1.162       -3.788        2.926        2.014        8.081
 2005.7589       -1.348       -2.247       -0.723        2.832        1.972        7.888
