      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2000.6858        1.283       -1.458        5.452        3.030        2.073        8.285
 2000.6885        0.099       -1.942       -1.841        3.067        2.084        8.314
 2000.6913        0.487       -0.364       -1.907        3.001        2.084        8.218
 2000.6940       -1.341       -3.283        1.452        3.006        2.044        8.109
 2000.6967       -1.082       -2.425       -5.369        2.988        2.058        8.233
 2000.6995       -0.416       -3.152       -4.019        2.919        2.029        8.116
 2000.7022       -2.380       -0.267       -2.334        2.930        2.030        8.021
 2000.7049       -0.892       -2.773        1.075        2.936        2.040        8.040
 2000.7077       -1.169       -1.754       -5.053        2.850        2.011        7.971
 2000.7104       -0.704       -3.709      -10.143        2.918        2.063        8.127
 2000.7131       -2.209       -0.064        1.999        2.959        2.069        8.385
 2000.7158       -0.221       -2.124      -12.716        2.890        2.018        8.066
 2000.7186        0.281       -1.535       -6.509        2.916        2.031        8.092
 2000.7213        2.242       -0.828       -3.660        2.828        2.004        7.882
 2000.7240        1.283        0.514       -5.419        2.847        1.996        7.870
 2000.7268        0.092       -0.402       -0.779        2.877        2.009        8.001
 2000.7295        1.937        2.468       -3.290        2.861        2.009        7.929
 2000.7322        2.977       -0.662       -9.572        2.865        2.024        8.072
 2000.7350        1.663        1.294       -7.488        2.870        2.010        7.934
 2000.7377        1.649        3.741       -3.250        2.888        2.045        8.089
 2000.7404        0.113       -1.654       -7.901        2.911        2.056        8.273
 2000.7432       -1.303       -1.798       -2.005        3.011        2.074        8.403
 2000.7459       -1.471       -3.018       -0.541        2.967        2.055        8.334
 2000.7486        0.241       -2.558       -1.197        2.945        2.063        8.160
 2000.7514        1.508       -2.057       -3.551        2.912        2.043        8.055
 2000.7541        2.110       -1.785      -12.951        2.916        2.051        8.030
 2000.7568        3.780       -1.217       -7.941        3.048        2.089        8.368
 2000.7596        2.771       -1.092       -3.649        3.197        2.199        9.048
 2000.7623        1.199        2.586       -4.098        2.830        1.977        7.865
 2000.7650        0.700        3.519       -2.486        2.819        1.978        7.865
 2000.7678        0.293        3.040        0.727        2.823        1.993        7.886
 2000.7705        1.090        0.839       -3.468        2.835        1.984        7.953
 2000.7732        1.435       -0.546        1.783        2.942        2.032        8.103
 2000.7760        1.358       -1.895       -8.328        2.930        2.014        8.051
 2000.7787        3.575        2.975       -3.686        2.914        2.038        7.984
 2000.7814        1.410        0.785       -5.600        2.915        2.059        8.170
 2000.7842       -1.180       -5.198        2.536        2.943        2.062        8.281
 2000.7869       -1.292       -1.101       -4.474        2.874        2.012        8.050
 2000.7896       -0.102        0.963        2.488        2.893        2.008        7.995
 2000.7923       -0.701        0.660        1.581        3.035        2.070        8.292
 2000.7951        0.944        0.568       -5.780        2.970        2.062        8.199
 2000.7978        3.176        0.330       -4.560        2.943        2.092        8.348
 2000.8005        3.806       -0.775       -0.044        2.872        2.005        8.075
 2000.8033        1.991        0.066       -6.855        2.873        2.014        8.004
 2000.8060        2.255        0.334       -1.022        2.914        2.022        8.170
